Password,Money Available,Last Name,ID,Concerts Purchased,First Name,TicketMiner Membership,Username
Fun!23,11387.22,Wright,247,0,Christopher,false,christopherwright
Fun!23,14180.77,Disney,8,0,Cinderella,true,cinderelladisney
Fun!23,17071.7,Robles,719,0,Cody,true,codyrobles
Fun!23,15240.92,Scott,185,0,Cody,false,codyscott
Fun!23,14305.71,Hall,792,0,Colleen,true,colleenhall
Fun!23,14512.27,Sanchez,629,0,Colleen,false,colleensanchez
Fun!23,12340.72,Torres,512,0,Colleen,true,colleentorres
Fun!23,13907.98,Wilson,565,0,Corey,false,coreywilson
Fun!23,12779.68,Byrd,1036,0,Cory,false,corybyrd
Fun!23,16582.98,Johnson,338,0,Courtney,false,courtneyjohnson
Fun!23,16317.66,Olsen,1008,0,Courtney,false,courtneyolsen
Fun!23,13351.29,Tran,546,0,Courtney,false,courtneytran
Fun!23,14600.56,Brown,777,0,Craig,true,craigbrown
Fun!23,11972.89,Espinoza,165,0,Craig,false,craigespinoza
Fun!23,12305.91,Fleming,831,0,Craig,true,craigfleming
Fun!23,17377.55,Oconnell,387,0,Craig,true,craigoconnell
Fun!23,11413.97,Schaefer,267,0,Craig,false,craigschaefer
Fun!23,12566.22,DeVil,22,0,Cruella,false,cruelladevil
Fun!23,13981.55,Hayes,826,0,Crystal,false,crystalhayes
Fun!23,17557.31,Hudson,109,0,Crystal,false,crystalhudson
Fun!23,11898.65,Johnson,329,0,Crystal,false,crystaljohnson
Fun!23,11030.64,Rice,464,0,Crystal,false,crystalrice
Fun!23,16495.29,Walker,117,0,Crystal,true,crystalwalker
Fun!23,14802.71,Young,636,0,Crystal,false,crystalyoung
Fun!23,13364.43,Phillips,876,0,Curtis,true,curtisphillips
Fun!23,13337.79,Ellis,836,0,Cynthia,false,cynthiaellis
Fun!23,15787.83,Giles,685,0,Cynthia,true,cynthiagiles
Fun!23,15324.86,Powell,587,0,Cynthia,true,cynthiapowell
Fun!23,11177.45,Bender,361,0,Dakota,false,dakotabender
Fun!23,11615.74,Harper,553,0,Dakota,false,dakotaharper
Fun!23,15570.71,Disney,7,0,Dale,true,daledisney
Fun!23,12151.57,Bryant,925,0,Dalton,true,daltonbryant
Fun!23,14889.21,Jones,581,0,Dana,true,danajones
Fun!23,14255.68,Miller,841,0,Dana,false,danamiller
Fun!23,17898.32,Park,922,0,Dana,false,danapark
Fun!23,16807.42,Williams,93,0,Dana,false,danawilliams
Fun!23,10905.16,Foster,371,0,Daniel,true,danielfoster
Fun!23,15102.69,Hampton,133,0,Daniel,true,danielhampton
Fun!23,13065,Holguin,59,0,Daniel,false,danielholguin
Fun!23,14635.47,Mejia,37,0,Daniel,false,danielmejia
Fun!23,13260.24,Olson,97,0,Daniel,false,danielolson
Fun!23,10153.43,Romero,283,0,Daniel,true,danielromero
Fun!23,10179.07,Smith,716,0,Daniel,false,danielsmith
Fun!23,13676.34,Summers,948,0,Daniel,true,danielsummers
Fun!23,16430.93,Chavez,898,0,Danielle,false,daniellechavez
Fun!23,13532.3,Conrad,992,0,Danielle,true,danielleconrad
Fun!23,11991.86,Dorsey,505,0,Danielle,false,danielledorsey
Fun!23,14965.73,Gardner,574,0,Danielle,false,daniellegardner
Fun!23,16571.54,Baker,598,0,Darin,true,darinbaker
Fun!23,13988.65,Porter,250,0,Darin,false,darinporter
Fun!23,14605.65,Russell,536,0,Darlene,true,darlenerussell
Fun!23,14955.31,Shaw,495,0,Darlene,false,darleneshaw
Fun!23,17116.14,Jones,952,0,Darrell,true,darrelljones
Fun!23,14881,Gibbs,611,0,Darren,true,darrengibbs
Fun!23,13972.67,Brown,99,0,David,false,davidbrown
Fun!23,16783.05,Clark,897,0,David,true,davidclark
Fun!23,10643.16,Costa,578,0,David,true,davidcosta
Fun!23,12702.13,Cox,649,0,David,true,davidcox
Fun!23,16750.82,Davila,443,0,David,true,daviddavila
Fun!23,11328.84,Gardner,145,0,David,true,davidgardner
Fun!23,17611.09,Gross,246,0,David,true,davidgross
Fun!23,17084.37,Harvey,600,0,David,false,davidharvey
Fun!23,10794,Hayes,931,0,David,true,davidhayes
Fun!23,11264.63,Johnson,1002,0,David,false,davidjohnson
Fun!23,17802.76,Mills,305,0,David,true,davidmills
Fun!23,13380.85,Soto,407,0,David,true,davidsoto
Fun!23,13313.65,Summers,756,0,David,false,davidsummers
Fun!23,12732.63,Thomas,265,0,David,false,davidthomas
Fun!23,10832.77,Wright,253,0,David,false,davidwright
Fun!23,13841.95,King,282,0,Dawn,true,dawnking
Fun!23,13092.87,Smith,375,0,Dean,true,deansmith
Fun!23,16989.03,Cummings,911,0,Deanna,false,deannacummings
Fun!23,12525.61,Hunt,349,0,Deborah,true,deborahhunt
Fun!23,13434.45,Scott,455,0,Deborah,true,deborahscott
Fun!23,12753.67,Blackwell,503,0,Debra,true,debrablackwell
Fun!23,15040.28,Raymond,795,0,Debra,true,debraraymond
Fun!23,12089.32,Johnson,936,0,Denise,false,denisejohnson
Fun!23,10710.62,Morales,309,0,Denise,true,denisemorales
Fun!23,15033.4,Williams,341,0,Denise,false,denisewilliams
Fun!23,10931.44,Cooper,933,0,Dennis,false,denniscooper
Fun!23,14823.71,Reynolds,532,0,Dennis,true,dennisreynolds
Fun!23,13363.2,Smith,744,0,Dennis,true,dennissmith
Fun!23,16768.89,Irwin,481,0,Derek,true,derekirwin
Fun!23,12875.83,Lopez,630,0,Derek,false,dereklopez
Fun!23,10691.57,Macias,661,0,Derek,true,derekmacias
Fun!23,10731.87,Grant,150,0,Derrick,true,derrickgrant
Fun!23,14696.03,Mapula,66,0,Derrick,true,derrickmapula
Fun!23,15458.93,Ferguson,233,0,Destiny,false,destinyferguson
Fun!23,11217.27,Diaz,391,0,Devin,true,devindiaz
Fun!23,17395.52,Garcia,53,0,Diana,true,dianagarcia
Fun!23,17223.86,Matthews,562,0,Diana,false,dianamatthews
Fun!23,10421.61,Rivera,994,0,Diana,true,dianarivera
Fun!23,10570.04,VallesMartinez,86,0,Diana,false,dianavallesmartinez
Fun!23,13472.14,Lyon,64,0,Dimitri,true,dimitrilyon
Fun!23,15607.4,Duck,2,0,Donald,false,donaldduck
Fun!23,14455.64,Haynes,351,0,Donald,true,donaldhaynes
Fun!23,12841.05,Ramirez,975,0,Donald,false,donaldramirez
Fun!23,13512.56,Tran,638,0,Donald,true,donaldtran
Fun!23,14783.62,Villanueva,919,0,Donald,false,donaldvillanueva
Fun!23,12236.82,Allen,206,0,Donna,true,donnaallen
Fun!23,16764.03,Travis,392,0,Donna,false,donnatravis
Fun!23,16645.86,Mercado,474,0,Doris,true,dorismercado
Fun!23,10638.37,Moore,421,0,Doris,true,dorismoore
Fun!23,15900.93,Cox,244,0,Dorothy,true,dorothycox
Fun!23,10761.95,Bryant,733,0,Douglas,true,douglasbryant
Fun!23,13050.47,Hernandez,709,0,Douglas,true,douglashernandez
Fun!23,16309.98,Mckay,971,0,Douglas,true,douglasmckay
Fun!23,13752.76,Rodriguez,115,0,Douglas,true,douglasrodriguez
Fun!23,11853.02,Oliver,287,0,Dustin,true,dustinoliver
Fun!23,13906.02,Harris,155,0,Dylan,true,dylanharris
Fun!23,11938.12,Lopez,567,0,Dylan,false,dylanlopez
Fun!23,11161.26,Garnica,54,0,Edgar,false,edgargarnica
Fun!23,14729.29,Figueroa,51,0,Eduardo,false,eduardofigueroa
Fun!23,13815.18,Hernandez,142,0,Edward,false,edwardhernandez
Fun!23,10368.09,Jackson,509,0,Edward,false,edwardjackson
Fun!23,16807.31,Johnson,365,0,Edward,false,edwardjohnson
Fun!23,13387.41,Molina,610,0,Edward,true,edwardmolina
Fun!23,11258.04,TomyGeorge,83,0,Edwin,false,edwintomygeorge
Fun!23,11270.35,Quijas,72,0,Efren,false,efrenquijas
Fun!23,17392.98,Alvarez,383,0,Elizabeth,true,elizabethalvarez
Fun!23,13507.63,Castillo,805,0,Elizabeth,true,elizabethcastillo
Fun!23,11190.61,Cordova,356,0,Elizabeth,false,elizabethcordova
Fun!23,12836.41,Cruz,422,0,Elizabeth,false,elizabethcruz
Fun!23,14524.33,Dominguez,773,0,Elizabeth,false,elizabethdominguez
Fun!23,15636.24,Jackson,1005,0,Elizabeth,true,elizabethjackson
Fun!23,13906.44,Kim,306,0,Elizabeth,true,elizabethkim
Fun!23,14556.71,Medina,997,0,Elizabeth,true,elizabethmedina
Fun!23,17285.61,Reyes,650,0,Elizabeth,false,elizabethreyes
Fun!23,16777.27,Rodriguez,939,0,Elizabeth,true,elizabethrodriguez
Fun!23,17439.84,Torres,753,0,Elizabeth,false,elizabethtorres
Fun!23,14128.9,Brady,438,0,Emily,true,emilybrady
Fun!23,14326.64,Chang,900,0,Emily,true,emilychang
Fun!23,14289.97,Cole,884,0,Emily,true,emilycole
Fun!23,16893.11,Estes,809,0,Emily,false,emilyestes
Fun!23,14066.58,Jackson,990,0,Emily,true,emilyjackson
Fun!23,17956.77,Richardson,183,0,Emily,true,emilyrichardson
Fun!23,12092.41,Armstrong,337,0,Emma,false,emmaarmstrong
Fun!23,14673,Padilla,430,0,Emma,false,emmapadilla
Fun!23,16315.43,Ramos,471,0,Eric,false,ericramos
Fun!23,16884.42,Smith,82,0,Eric,true,ericsmith
Fun!23,11267.88,Vazquez,189,0,Eric,false,ericvazquez
Fun!23,15455.39,Burch,924,0,Erica,false,ericaburch
Fun!23,13574.75,Harrison,101,0,Erica,true,ericaharrison
Fun!23,11357.47,Case,243,0,Erik,false,erikcase
Fun!23,17009.59,Lopez,622,0,Erika,true,erikalopez
Fun!23,15753.07,Barton,1026,0,Erin,true,erinbarton
Fun!23,11823.39,Jones,793,0,Erin,false,erinjones
Fun!23,10746.31,Mejia,796,0,Erin,true,erinmejia
Fun!23,15381.49,Bentley,825,0,Ernest,false,ernestbentley
Fun!23,13713.55,Holmes,202,0,Ethan,false,ethanholmes
Fun!23,11606.69,Queen,29,0,Evil,false,evilqueen
Fun!23,10865.9,Carlson,820,0,Felicia,true,feliciacarlson
Fun!23,14725.36,DeSantiago,49,0,Fernando,true,fernandodesantiago
Fun!23,17083,Moore,320,0,Francisco,true,franciscomoore
Fun!23,11183.92,Hansen,496,0,Gabriel,true,gabrielhansen
Fun!23,15263.4,Sanders,665,0,Gabriel,true,gabrielsanders
Fun!23,11064.01,Parker,140,0,Gail,false,gailparker
Fun!23,14483.2,Jones,61,0,Garrett,false,garrettjones
Fun!23,15182.07,Mckenzie,920,0,Gary,false,garymckenzie
Fun!23,16824,Miller,463,0,Gary,false,garymiller
Fun!23,10248.04,Park,835,0,Gary,false,garypark
Fun!23,10749.55,Smith,705,0,Gary,true,garysmith
Fun!23,17351.17,Disney,25,0,Gaston,true,gastondisney
Fun!23,16039.09,Ayala,800,0,George,false,georgeayala
Fun!23,15348.52,Gilbert,855,0,George,true,georgegilbert
Fun!23,17444.72,Proctor,802,0,George,true,georgeproctor
Fun!23,16798.72,Wood,465,0,George,false,georgewood
Fun!23,15215.12,Baker,449,0,Gerald,true,geraldbaker
Fun!23,14730.55,Beltran,560,0,Gerald,true,geraldbeltran
Fun!23,10923.78,Swanson,654,0,Gina,true,ginaswanson
Fun!23,15587.18,Page,303,0,Gloria,false,gloriapage
Fun!23,11231.11,Disney,4,0,Goofy,false,goofydisney
Fun!23,14424.93,Kelley,530,0,Grace,false,gracekelley
Fun!23,14605.48,Loi,63,0,Gregorio,true,gregorioloi
Fun!23,10070.84,Carr,442,0,Gregory,false,gregorycarr
Fun!23,10121.62,Maxwell,311,0,Gregory,true,gregorymaxwell
Fun!23,14526.75,Short,921,0,Gregory,true,gregoryshort
Fun!23,11687.45,Sullivan,280,0,Gregory,false,gregorysullivan
Fun!23,10094.06,Moss,163,0,Haley,false,haleymoss
Fun!23,11449.57,Arias,132,0,Hannah,false,hannaharias
Fun!23,12617.55,Maldonado,506,0,Hannah,true,hannahmaldonado
Fun!23,14364.06,Mcdaniel,779,0,Hayden,false,haydenmcdaniel
Fun!23,12861.25,Cunningham,625,0,Heather,true,heathercunningham
Fun!23,10804.87,Little,585,0,Heather,false,heatherlittle
Fun!23,15202.01,Robbins,596,0,Heather,true,heatherrobbins
Fun!23,10723.92,Whitney,789,0,Hector,false,hectorwhitney
Fun!23,12796.86,Barker,354,0,Heidi,false,heidibarker
Fun!23,16849.72,Page,557,0,Heidi,true,heidipage
Fun!23,10324.3,Salazar,740,0,Henry,false,henrysalazar
Fun!23,13416.41,Disney,33,0,Hercules,true,herculesdisney
Fun!23,10908.35,Cruz,729,0,Holly,false,hollycruz
Fun!23,17291.25,Davidson,799,0,Holly,false,hollydavidson
Fun!23,11014.2,Schneider,647,0,Holly,true,hollyschneider
Fun!23,14929.65,Davenport,751,0,Howard,true,howarddavenport
Fun!23,15321.36,Moore,415,0,Hunter,false,huntermoore
Fun!23,11209.83,Morgan,891,0,Jack,false,jackmorgan
Fun!23,11693.73,Alvarez,40,0,Jacob,false,jacobalvarez
Fun!23,16571.65,Contreras,628,0,Jacob,true,jacobcontreras
Fun!23,11694,Norton,844,0,Jacob,false,jacobnorton
Fun!23,17668.71,Williams,385,0,Jacob,true,jacobwilliams
Fun!23,10722.02,Dunn,284,0,Jacqueline,false,jacquelinedunn
Fun!23,16530.75,Crawford,318,0,Jade,true,jadecrawford
Fun!23,10020.67,Aladdin,18,0,Jafar,true,jafaraladdin
Fun!23,10878.51,Mitchell,559,0,Jake,false,jakemitchell
Fun!23,11759.68,Anderson,652,0,James,false,jamesanderson
Fun!23,16640.09,Brennan,595,0,James,true,jamesbrennan
